State,Case number,Vehicle count,People count IN,People count OUT,Day,Month,Year,Day of week,Hour,Minute
Virginia,510752,1,2,1,13,11,2021,7,20,0
Virginia,510753,2,4,0,28,10,2021,5,20,40
Virginia,510754,1,1,0,18,11,2021,5,0,35
Virginia,510755,1,1,0,17,11,2021,4,19,30
Virginia,510756,2,2,0,20,11,2021,7,15,50
Virginia,510757,1,1,1,15,11,2021,2,18,42
Virginia,510758,2,3,0,22,9,2021,4,14,29
Virginia,510759,3,3,0,10,11,2021,4,18,34
Virginia,510760,1,2,0,22,11,2021,2,12,58
Virginia,510761,1,1,0,22,10,2021,6,7,49
Virginia,510762,5,2,0,12,9,2021,1,15,43
Virginia,510763,2,3,0,26,10,2021,3,20,40
Virginia,510764,1,2,0,24,10,2021,1,0,53
Virginia,510765,1,2,0,17,10,2021,1,9,30
Virginia,510766,2,1,0,9,11,2021,3,7,42
Virginia,510767,1,2,0,12,11,2021,6,13,45
Virginia,510768,2,2,0,18,11,2021,5,7,2
Virginia,510769,1,1,1,20,11,2021,7,21,31
Virginia,510770,1,1,0,22,11,2021,2,9,28
Virginia,510771,1,1,0,29,10,2021,6,11,49
Virginia,510772,1,1,0,28,11,2021,1,19,0
Virginia,510773,1,1,0,28,11,2021,1,16,30
Virginia,510774,1,1,0,29,11,2021,2,14,45
Virginia,510775,1,1,1,17,11,2021,4,22,48
Virginia,510776,1,3,1,5,11,2021,6,6,1
Virginia,510777,2,2,1,29,11,2021,2,18,45
Virginia,510778,1,1,1,20,11,2021,7,0,50
Virginia,510779,2,2,0,19,11,2021,6,22,53
Virginia,510780,3,3,0,6,11,2021,7,16,37
Virginia,510781,2,2,1,23,11,2021,3,17,28
Virginia,510782,2,4,0,30,11,2021,3,21,5
Virginia,510783,1,2,1,25,11,2021,5,18,8
Virginia,510784,2,2,0,24,11,2021,4,18,44
Virginia,510785,1,1,0,29,11,2021,2,23,11
Virginia,510786,1,1,0,3,12,2021,6,11,20
Virginia,510787,2,3,0,1,12,2021,4,5,19
Virginia,510788,1,1,1,3,12,2021,6,9,53
Virginia,510789,1,1,0,1,12,2021,4,17,15
Virginia,510790,1,2,1,4,12,2021,7,17,22
Virginia,510791,2,5,0,13,11,2021,7,23,37
Virginia,510792,1,4,0,7,12,2021,3,3,41
Virginia,510793,1,1,1,14,11,2021,1,5,9
Virginia,510794,1,2,0,30,11,2021,3,10,10
Virginia,510795,2,3,0,21,10,2021,5,14,34
Virginia,510796,3,3,0,22,7,2021,5,11,21
Virginia,510797,1,1,0,6,11,2021,7,15,29
Virginia,510798,1,1,0,10,11,2021,4,15,30
Virginia,510799,1,1,0,3,12,2021,6,19,35
Virginia,510800,1,1,1,11,12,2021,7,18,51
Virginia,510801,1,1,0,9,12,2021,5,9,1
Virginia,510802,1,1,0,4,12,2021,7,2,24
Virginia,510803,1,1,1,10,12,2021,6,6,42
Virginia,510804,1,2,0,10,12,2021,6,23,32
Virginia,510805,2,2,0,7,12,2021,3,6,30
Virginia,510806,2,3,0,9,12,2021,5,21,12
Virginia,510807,1,1,1,14,12,2021,3,19,31
Virginia,510808,2,2,0,18,9,2021,7,15,44
Virginia,510809,2,2,0,10,12,2021,6,20,45
Virginia,510810,2,2,0,11,12,2021,7,10,56
Virginia,510811,1,1,0,14,12,2021,3,17,40
Virginia,510812,3,3,0,22,11,2021,2,5,56
Virginia,510813,1,1,0,12,12,2021,1,1,55
Virginia,510814,1,2,0,5,12,2021,1,4,0
Virginia,510815,3,2,0,11,12,2021,7,19,9
Virginia,510816,1,1,1,1,12,2021,4,18,40
Virginia,510817,1,1,1,13,12,2021,2,11,0
Virginia,510818,1,3,0,7,12,2021,3,7,20
Virginia,510819,1,2,0,14,11,2021,1,2,22
Virginia,510820,2,1,0,15,11,2021,2,14,49
Virginia,510821,2,2,0,16,12,2021,5,7,5
Virginia,510822,1,1,0,17,12,2021,6,11,48
Virginia,510823,1,1,1,3,12,2021,6,17,28
Virginia,510824,2,5,0,18,12,2021,7,23,12
Virginia,510825,1,1,0,20,12,2021,2,7,0
Virginia,510826,2,2,0,14,12,2021,3,14,56
Virginia,510827,2,2,0,22,12,2021,4,18,22
Virginia,510828,1,1,1,22,12,2021,4,1,37
Virginia,510829,1,1,0,15,12,2021,4,14,50
Virginia,510830,1,2,0,23,12,2021,5,21,12
Virginia,510831,1,1,1,19,12,2021,1,2,13
Virginia,510832,1,1,0,18,12,2021,7,20,37
Virginia,510833,1,1,0,15,12,2021,4,2,18
Virginia,510834,1,1,0,21,12,2021,3,15,12
Virginia,510835,1,1,0,17,12,2021,6,18,30
Virginia,510836,2,2,0,21,12,2021,3,21,33
Virginia,510837,1,1,0,27,12,2021,2,0,5
Virginia,510838,1,1,1,24,12,2021,6,17,30
Virginia,510839,1,1,0,24,10,2021,1,23,4
Virginia,510840,2,2,0,28,12,2021,3,17,35
Virginia,510841,2,1,0,8,12,2021,4,10,50
Virginia,510842,2,2,0,20,12,2021,2,7,6
Virginia,510843,2,2,0,4,12,2021,7,20,20
Virginia,510844,1,1,0,20,12,2021,2,2,6
Virginia,510845,1,1,1,28,11,2021,1,3,15
Virginia,510846,2,2,0,24,12,2021,6,6,27
Virginia,510847,2,4,0,17,12,2021,6,17,0
Virginia,510848,1,3,0,18,10,2021,2,12,20
Virginia,510849,2,2,0,20,10,2021,4,15,20
Virginia,510850,5,5,0,14,12,2021,3,7,0
Virginia,510851,2,6,0,25,12,2021,7,0,18
Virginia,510852,2,2,0,22,12,2021,4,18,12
Virginia,510853,2,2,0,6,11,2021,7,19,0
Virginia,510854,1,1,0,23,12,2021,5,19,33
Virginia,510855,2,3,0,23,12,2021,5,17,48
Virginia,510856,2,3,0,24,12,2021,6,18,5
Virginia,510857,1,1,0,22,12,2021,4,2,55
Virginia,510858,1,3,0,31,12,2021,6,15,30
Virginia,510859,2,5,0,30,12,2021,5,20,35
Virginia,510860,1,2,1,31,12,2021,6,23,14
Virginia,510861,1,1,1,9,12,2021,5,20,8
Virginia,510862,3,3,0,22,12,2021,4,14,9
Virginia,510863,2,1,0,24,12,2021,6,3,26
Virginia,510864,2,3,0,5,11,2021,6,19,7
Virginia,510865,2,2,0,13,10,2021,4,16,20
Virginia,510866,2,2,0,21,10,2021,5,16,50
Virginia,510867,2,6,0,12,10,2021,3,7,2
Virginia,510868,1,1,0,7,11,2021,1,2,15
Virginia,510869,2,2,0,10,11,2021,4,14,47
Virginia,510870,2,2,1,7,12,2021,3,17,37
Virginia,510871,1,1,0,17,12,2021,6,6,35
Virginia,510872,2,5,0,16,10,2021,7,15,30
Virginia,510873,1,2,0,25,12,2021,7,15,13
Virginia,510874,2,2,0,27,7,2021,3,17,35
Virginia,510875,1,1,1,29,12,2021,4,14,9
Virginia,510876,2,2,0,22,10,2021,6,8,55
Virginia,510877,2,4,0,15,11,2021,2,7,55
Virginia,510878,1,1,1,30,12,2021,5,21,0
Virginia,510879,2,2,0,21,12,2021,3,18,11
Virginia,510880,2,3,0,2,12,2021,5,5,30
Virginia,510881,1,2,0,28,12,2021,3,18,0
Virginia,510882,2,2,0,28,12,2021,3,14,40
Virginia,510883,1,1,1,8,10,2021,6,22,9
Virginia,510884,1,1,0,14,10,2021,5,19,37
Virginia,510885,1,1,0,16,10,2021,7,14,44
Virginia,510886,2,3,0,29,9,2021,4,9,27
Virginia,510887,2,2,0,1,1,2021,6,13,9
Virginia,510888,2,2,0,22,1,2021,6,23,47
Virginia,510889,1,1,0,4,2,2021,5,17,34
Virginia,510890,1,1,0,7,4,2021,4,12,45
Virginia,510891,1,2,1,26,2,2021,6,20,11
Virginia,510892,2,3,0,5,4,2021,2,14,40
Virginia,510893,1,5,0,3,4,2021,7,15,45
Virginia,510894,2,2,0,30,4,2021,6,14,32
Virginia,510895,1,1,0,18,9,2021,7,11,30
Virginia,510896,2,2,0,25,10,2021,2,11,3
Virginia,510897,1,1,1,1,9,2021,4,6,7
Virginia,510898,2,2,0,22,11,2021,2,13,6
Virginia,510899,2,2,1,1,4,2021,5,3,28
Virginia,510900,1,1,0,15,2,2021,2,10,55
Virginia,510901,1,1,1,7,9,2021,3,18,10
Virginia,510902,1,2,0,17,6,2021,5,20,11
Virginia,510903,2,6,0,24,12,2021,6,18,0
Virginia,510904,2,2,0,2,11,2021,3,19,52
Virginia,510905,1,1,0,1,11,2021,2,17,50
Virginia,510906,1,1,1,21,3,2021,1,2,28
Virginia,510907,2,3,0,26,2,2021,6,9,0
Virginia,510908,2,3,0,19,12,2021,1,17,25
Virginia,510909,2,3,0,6,11,2021,7,20,9
Virginia,510910,1,1,0,20,10,2021,4,14,10
Virginia,510911,1,1,0,7,5,2021,6,11,16
Virginia,510912,3,5,0,19,12,2021,1,1,43
Virginia,510914,1,1,0,22,10,2021,6,5,5
Virginia,510915,1,1,1,27,11,2021,7,2,58
West Virginia,540001,1,1,0,3,1,2021,1,2,41
West Virginia,540002,2,2,0,5,1,2021,3,5,30
West Virginia,540003,1,1,1,6,1,2021,4,21,21
West Virginia,540004,1,1,1,7,1,2021,5,20,1
West Virginia,540005,1,1,0,8,1,2021,6,6,35
West Virginia,540006,2,2,0,10,1,2021,1,0,42
West Virginia,540007,1,1,1,7,1,2021,5,14,48
West Virginia,540008,2,2,0,15,1,2021,6,15,49
West Virginia,540009,4,6,1,15,1,2021,6,18,50
West Virginia,540010,1,1,0,16,1,2021,7,16,1
West Virginia,540011,2,5,0,16,1,2021,7,17,5
West Virginia,540012,1,1,0,16,1,2021,7,17,30
West Virginia,540013,1,1,1,17,1,2021,1,18,14
West Virginia,540014,2,2,1,18,1,2021,2,20,16
West Virginia,540015,2,2,0,19,1,2021,3,16,34
West Virginia,540016,3,3,0,21,1,2021,5,10,11
West Virginia,540017,2,2,0,22,1,2021,6,17,17
West Virginia,540018,2,2,0,23,1,2021,7,18,59
West Virginia,540019,1,1,0,24,1,2021,1,8,16
West Virginia,540020,2,4,0,24,1,2021,1,17,27
West Virginia,540021,1,1,0,27,1,2021,4,10,45
West Virginia,540022,2,5,0,29,1,2021,6,10,38
West Virginia,540023,2,2,0,29,1,2021,6,22,10
West Virginia,540024,1,1,0,31,1,2021,1,21,50
West Virginia,540025,1,3,0,31,1,2021,1,17,0
West Virginia,540026,1,1,0,6,2,2021,7,0,15
West Virginia,540027,2,2,1,9,2,2021,3,23,30
West Virginia,540028,3,4,0,12,2,2021,6,22,25
West Virginia,540029,1,1,0,16,2,2021,3,19,45
West Virginia,540030,1,1,0,17,2,2021,4,10,6
West Virginia,540031,1,1,0,21,2,2021,1,14,7
West Virginia,540032,1,1,0,14,2,2021,1,11,30
West Virginia,540033,2,2,0,27,2,2021,7,20,50
West Virginia,540034,2,2,0,2,3,2021,3,7,30
West Virginia,540036,2,4,0,4,3,2021,5,8,12
West Virginia,540037,1,1,0,4,3,2021,5,17,0
West Virginia,540038,2,3,0,10,3,2021,4,18,50
West Virginia,540039,1,1,0,12,3,2021,6,8,28
West Virginia,540040,1,1,0,12,3,2021,6,22,30
West Virginia,540041,2,3,0,19,3,2021,6,16,27
West Virginia,540042,1,1,0,24,3,2021,4,21,0
West Virginia,540043,1,1,0,26,3,2021,6,19,0
West Virginia,540044,1,1,0,4,3,2021,5,11,10
West Virginia,540045,1,1,0,10,2,2021,4,16,31
West Virginia,540046,3,5,0,4,4,2021,1,18,14
West Virginia,540047,2,2,0,5,4,2021,2,13,19
West Virginia,540048,2,2,0,7,4,2021,4,11,19
West Virginia,540049,2,2,0,9,4,2021,6,23,30
West Virginia,540050,1,1,0,12,4,2021,2,22,50
West Virginia,540051,2,2,0,13,4,2021,3,15,0
West Virginia,540052,2,2,0,16,4,2021,6,21,5
West Virginia,540054,1,1,0,17,4,2021,7,2,30
West Virginia,540055,1,1,0,19,4,2021,2,11,15
West Virginia,540056,1,1,0,20,4,2021,3,18,13
West Virginia,540057,1,1,1,21,4,2021,4,6,22
West Virginia,540058,2,4,0,22,4,2021,5,15,10
West Virginia,540059,3,3,0,22,4,2021,5,4,50
West Virginia,540060,1,1,0,22,4,2021,5,22,16
West Virginia,540061,1,1,0,23,4,2021,6,2,41
West Virginia,540062,1,1,0,27,4,2021,3,19,40
West Virginia,540063,1,2,0,28,4,2021,4,23,30
West Virginia,540064,2,2,0,16,4,2021,6,14,54
West Virginia,540066,2,5,0,7,5,2021,6,9,42
West Virginia,540067,1,1,0,7,5,2021,6,2,10
West Virginia,540068,1,2,0,10,5,2021,2,14,14
West Virginia,540069,1,3,0,11,5,2021,3,12,50
West Virginia,540070,1,1,0,13,5,2021,5,13,4
West Virginia,540071,1,2,0,15,5,2021,7,16,55
West Virginia,540072,2,3,0,18,5,2021,3,12,37
West Virginia,540073,1,2,0,19,5,2021,4,17,16
West Virginia,540074,2,4,0,20,5,2021,5,10,9
West Virginia,540075,2,1,1,21,5,2021,6,14,26
West Virginia,540076,1,1,0,21,5,2021,6,21,26
West Virginia,540077,1,1,0,21,5,2021,6,19,39
West Virginia,540078,4,7,0,21,5,2021,6,13,43
West Virginia,540079,1,1,1,22,5,2021,7,4,25
West Virginia,540080,2,2,0,22,5,2021,7,14,10
West Virginia,540081,2,3,0,23,5,2021,1,14,7
West Virginia,540082,1,1,0,24,5,2021,2,17,44
West Virginia,540083,1,2,0,28,5,2021,6,19,14
West Virginia,540085,1,1,0,31,5,2021,2,17,46
West Virginia,540086,1,1,0,31,5,2021,2,17,4
West Virginia,540087,1,1,0,9,4,2021,6,15,49
West Virginia,540088,2,2,0,6,5,2021,5,17,2
West Virginia,540089,1,2,1,29,5,2021,7,22,55
West Virginia,540090,1,2,0,1,6,2021,3,13,33
West Virginia,540091,3,3,0,1,6,2021,3,5,20
West Virginia,540092,1,2,1,1,6,2021,3,21,10
West Virginia,540093,5,7,0,1,6,2021,3,14,29
West Virginia,540094,2,2,0,3,6,2021,5,16,49
West Virginia,540095,1,1,0,5,6,2021,7,14,54
West Virginia,540096,1,1,0,6,6,2021,1,20,18
West Virginia,540097,1,1,0,8,6,2021,3,23,55
West Virginia,540098,2,2,0,9,6,2021,4,19,15
West Virginia,540099,1,4,0,9,6,2021,4,19,4
West Virginia,540100,1,2,0,11,6,2021,6,16,22
West Virginia,540101,1,3,1,13,6,2021,1,22,45
West Virginia,540102,1,2,0,13,6,2021,1,3,20
West Virginia,540103,1,1,0,15,6,2021,3,6,40
West Virginia,540104,2,3,0,15,6,2021,3,6,41
West Virginia,540105,1,1,0,19,6,2021,7,14,47
West Virginia,540106,1,1,0,20,6,2021,1,18,0
West Virginia,540107,2,2,0,20,6,2021,1,0,25
West Virginia,540108,1,1,0,26,6,2021,7,23,30
West Virginia,540109,1,1,0,26,6,2021,7,23,45
West Virginia,540110,2,2,0,28,6,2021,2,17,45
West Virginia,540111,2,3,0,30,6,2021,4,13,33
West Virginia,540112,1,1,1,14,6,2021,2,4,42
West Virginia,540113,1,1,0,12,6,2021,7,16,54
West Virginia,540114,1,1,0,20,6,2021,1,12,0
West Virginia,540115,3,4,0,22,6,2021,3,14,0
West Virginia,540116,2,2,3,1,7,2021,5,7,15
West Virginia,540117,2,5,0,1,7,2021,5,12,33
West Virginia,540118,4,5,0,1,7,2021,5,3,45
West Virginia,540119,2,2,0,1,7,2021,5,18,9
West Virginia,540120,1,1,0,3,7,2021,7,11,35
West Virginia,540121,1,2,0,3,7,2021,7,20,54
West Virginia,540122,1,1,0,5,7,2021,2,19,38
West Virginia,540123,1,1,0,7,7,2021,4,15,40
West Virginia,540124,2,3,1,7,7,2021,4,21,35
West Virginia,540125,1,2,0,12,7,2021,2,12,40
West Virginia,540126,1,1,0,16,7,2021,6,20,7
West Virginia,540127,1,2,0,17,7,2021,7,17,50
West Virginia,540128,1,1,0,17,7,2021,7,18,34
West Virginia,540129,2,3,0,19,7,2021,2,21,47
West Virginia,540130,1,1,0,26,7,2021,2,1,26
West Virginia,540131,1,2,0,27,7,2021,3,13,41
West Virginia,540132,1,1,0,29,7,2021,5,8,10
West Virginia,540133,1,1,0,29,7,2021,5,15,0
West Virginia,540134,3,5,0,31,7,2021,7,21,23
West Virginia,540135,1,2,0,31,7,2021,7,1,15
West Virginia,540136,2,2,0,10,3,2021,4,16,20
West Virginia,540137,1,1,1,19,5,2021,4,11,13
West Virginia,540138,2,8,0,2,7,2021,6,17,21
West Virginia,540139,1,1,0,1,8,2021,1,1,27
West Virginia,540140,1,1,0,1,8,2021,1,9,13
West Virginia,540141,1,2,0,2,8,2021,2,12,27
West Virginia,540142,2,2,0,2,8,2021,2,13,14
West Virginia,540144,2,2,0,5,8,2021,5,16,32
West Virginia,540145,1,1,0,6,8,2021,6,23,5
West Virginia,540146,1,1,0,8,8,2021,1,19,3
West Virginia,540147,1,1,0,9,8,2021,2,5,42
West Virginia,540148,1,1,0,9,8,2021,2,10,50
West Virginia,540149,3,5,0,11,8,2021,4,14,36
West Virginia,540150,2,3,0,13,8,2021,6,19,16
West Virginia,540151,2,2,0,17,8,2021,3,7,31
West Virginia,540152,1,2,1,18,8,2021,4,20,46
West Virginia,540153,2,3,0,21,8,2021,7,13,25
West Virginia,540154,1,2,0,21,8,2021,7,17,34
West Virginia,540155,1,1,1,22,8,2021,1,21,15
West Virginia,540156,2,3,0,24,8,2021,3,10,25
West Virginia,540157,1,1,0,26,8,2021,5,9,2
West Virginia,540158,2,2,0,27,8,2021,6,11,13
West Virginia,540159,1,1,0,28,8,2021,7,18,30
West Virginia,540160,1,1,0,29,8,2021,1,16,31
West Virginia,540161,1,1,0,31,8,2021,3,13,35
West Virginia,540162,2,2,0,31,8,2021,3,6,15
West Virginia,540163,2,3,0,14,7,2021,4,13,40
West Virginia,540164,1,1,1,1,9,2021,4,2,51
West Virginia,540165,1,1,1,2,9,2021,5,22,30
West Virginia,540166,1,2,0,2,9,2021,5,16,0
West Virginia,540167,1,1,1,2,9,2021,5,5,26
West Virginia,540168,1,1,0,3,9,2021,6,0,40
West Virginia,540169,2,2,0,3,9,2021,6,18,14
West Virginia,540170,4,4,0,3,9,2021,6,11,45
West Virginia,540171,1,1,0,3,9,2021,6,16,55
West Virginia,540172,1,2,0,4,9,2021,7,19,30
West Virginia,540174,1,1,0,6,9,2021,2,16,19
West Virginia,540175,1,1,0,9,9,2021,5,16,47
West Virginia,540176,1,2,0,14,9,2021,3,14,20
West Virginia,540177,1,2,0,15,9,2021,4,20,46
West Virginia,540178,1,2,0,17,9,2021,6,3,50
West Virginia,540179,2,2,0,18,9,2021,7,16,15
West Virginia,540180,1,1,0,18,9,2021,7,7,7
West Virginia,540181,1,1,0,19,9,2021,1,20,55
West Virginia,540182,1,2,0,19,9,2021,1,1,30
West Virginia,540183,1,1,0,19,9,2021,1,20,56
West Virginia,540184,1,1,0,29,9,2021,4,3,0
West Virginia,540185,1,2,0,13,8,2021,6,22,0
West Virginia,540186,2,2,0,20,1,2021,4,17,44
West Virginia,540187,1,1,0,7,8,2021,7,13,1
West Virginia,540189,1,1,0,1,9,2021,4,10,0
West Virginia,540190,1,1,0,9,9,2021,5,3,31
West Virginia,540191,2,3,0,1,10,2021,6,11,58
West Virginia,540192,2,2,0,2,10,2021,7,3,50
West Virginia,540193,2,2,0,2,10,2021,7,20,0
West Virginia,540194,2,3,0,2,10,2021,7,18,19
West Virginia,540195,1,1,1,3,10,2021,1,20,9
West Virginia,540197,1,1,1,4,10,2021,2,6,50
West Virginia,540199,2,2,0,11,10,2021,2,11,0
West Virginia,540200,1,1,0,13,10,2021,4,12,50
West Virginia,540201,3,4,0,14,10,2021,5,19,50
West Virginia,540202,1,1,0,15,10,2021,6,11,11
West Virginia,540203,2,2,0,18,10,2021,2,13,55
West Virginia,540204,2,2,1,20,10,2021,4,17,46
West Virginia,540205,2,5,0,22,10,2021,6,15,38
West Virginia,540206,1,4,0,22,10,2021,6,11,25
West Virginia,540207,2,5,0,22,10,2021,6,23,39
West Virginia,540208,2,2,0,22,10,2021,6,4,21
West Virginia,540209,2,4,0,22,10,2021,6,19,43
West Virginia,540210,2,2,0,28,10,2021,5,20,42
West Virginia,540211,2,2,0,29,10,2021,6,19,45
West Virginia,540212,1,1,0,1,11,2021,2,11,13
West Virginia,540213,2,6,0,2,11,2021,3,10,58
West Virginia,540214,2,2,0,2,11,2021,3,16,0
West Virginia,540215,1,1,1,3,11,2021,4,22,7
West Virginia,540216,1,1,0,4,11,2021,5,19,46
West Virginia,540217,1,1,1,4,11,2021,5,12,17
West Virginia,540218,1,2,0,4,11,2021,5,16,15
West Virginia,540219,1,1,0,4,11,2021,5,20,45
West Virginia,540220,2,2,0,2,11,2021,3,11,45
West Virginia,540221,3,6,0,5,11,2021,6,21,6
West Virginia,540222,1,1,0,15,11,2021,2,0,0
West Virginia,540223,3,4,0,17,11,2021,4,16,19
West Virginia,540224,1,2,0,17,11,2021,4,19,8
West Virginia,540225,3,3,0,18,11,2021,5,18,19
West Virginia,540226,1,1,0,21,11,2021,1,3,0
West Virginia,540227,2,2,0,23,11,2021,3,17,44
West Virginia,540228,1,1,0,25,11,2021,5,9,6
West Virginia,540229,1,1,1,26,11,2021,6,18,47
West Virginia,540230,1,1,0,27,11,2021,7,21,0
West Virginia,540231,2,3,0,30,11,2021,3,7,25
West Virginia,540232,1,1,0,30,11,2021,3,17,20
West Virginia,540233,1,1,0,25,4,2021,1,16,0
West Virginia,540234,2,5,0,2,12,2021,5,10,33
West Virginia,540235,1,1,0,2,12,2021,5,1,39
West Virginia,540236,1,1,0,4,12,2021,7,19,32
West Virginia,540237,1,1,0,4,12,2021,7,0,57
West Virginia,540238,2,2,0,6,12,2021,2,16,30
West Virginia,540239,2,2,0,6,12,2021,2,20,31
West Virginia,540240,2,4,0,8,12,2021,4,7,36
West Virginia,540241,2,3,0,9,12,2021,5,13,38
West Virginia,540242,1,1,0,10,12,2021,6,14,5
West Virginia,540243,2,4,0,9,12,2021,5,11,32
West Virginia,540244,2,2,1,10,12,2021,6,17,28
West Virginia,540245,2,1,0,12,12,2021,1,17,15
West Virginia,540246,2,2,0,12,12,2021,1,20,21
West Virginia,540247,1,2,1,13,12,2021,2,18,0
West Virginia,540248,1,1,0,16,12,2021,5,13,10
West Virginia,540249,4,5,0,17,12,2021,6,14,43
West Virginia,540250,1,1,0,22,12,2021,4,2,30
West Virginia,540251,3,2,0,23,12,2021,5,11,14
West Virginia,540252,1,1,0,23,12,2021,5,17,50
West Virginia,540253,1,1,0,26,12,2021,1,1,20
West Virginia,540254,2,3,0,27,12,2021,2,10,33
West Virginia,540255,1,1,1,31,12,2021,6,23,41
West Virginia,540256,1,1,1,31,12,2021,6,18,1
West Virginia,540257,1,1,0,1,3,2021,2,14,30
West Virginia,540258,2,4,0,15,10,2021,6,20,30
West Virginia,540259,1,1,1,24,10,2021,1,3,0
West Virginia,540260,1,1,1,26,10,2021,3,20,0
West Virginia,540261,2,2,0,4,11,2021,5,23,30
West Virginia,540262,2,2,0,1,10,2021,6,8,15
West Virginia,540263,1,0,1,3,12,2021,6,13,42
West Virginia,540264,1,2,1,15,9,2021,4,3,50
West Virginia,540265,1,2,0,31,12,2021,6,6,37
West Virginia,540266,1,2,1,20,12,2021,2,18,57
